Reference area,AR:Argentina,AT:Austria,AU:Australia,BE:Belgium,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,HK:Hong Kong SAR,HU:Hungary,IE:Ireland,IN:India,IT:Italy,JP:Japan,KR:South Korea,LK:Sri Lanka,MX:Mexico,MY:Malaysia,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,RU:Russia,SE:Sweden,TR:Turkey,US:United States,UY:Uruguay,VE:Venezuela,XM:Euro area,XW:World,ZA:South Africa
Currency,ARS:Argentine Peso,EUR:Euro,AUD:Australian Dollar,EUR:Euro,BRL:Brazilian Real,CAD:Canadian Dollar,CHF:Swiss Franc,CLP:Chilean Peso,CNY:Yuan Renminbi,COP:Colombian Peso,EUR:Euro,DKK:Danish Krone,EUR:Euro,EUR:Euro,EUR:Euro,GBP:Pound Sterling,HKD:Hong Kong Dollar,HUF:Hungarian Forint,EUR:Euro,INR:Indian Rupee,EUR:Euro,JPY:Japanese Yen,KRW:Korean Won,LKR:Sri Lanka Rupee,MXN:Mexican Peso,MYR:Malaysian Ringgit,EUR:Euro,NOK:Norwegian Krone,NZD:New Zealand Dollar,EUR:Euro,RUB:Russian Rouble,SEK:Swedish Krona,TRY:Turkish Lira,USD:US Dollar,UYU:Uruguayan Peso,VEF:Bolivar Fuerte,EUR:Euro,XDR:SDR,ZAR:South African Rand
Collection,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period
Time Period,D:AR:ARS:A,D:AT:EUR:A,D:AU:AUD:A,D:BE:EUR:A,D:BR:BRL:A,D:CA:CAD:A,D:CH:CHF:A,D:CL:CLP:A,D:CN:CNY:A,D:CO:COP:A,D:DE:EUR:A,D:DK:DKK:A,D:ES:EUR:A,D:FI:EUR:A,D:FR:EUR:A,D:GB:GBP:A,D:HK:HKD:A,D:HU:HUF:A,D:IE:EUR:A,D:IN:INR:A,D:IT:EUR:A,D:JP:JPY:A,D:KR:KRW:A,D:LK:LKR:A,D:MX:MXN:A,D:MY:MYR:A,D:NL:EUR:A,D:NO:NOK:A,D:NZ:NZD:A,D:PT:EUR:A,D:RU:RUB:A,D:SE:SEK:A,D:TR:TRY:A,D:US:USD:A,D:UY:UYU:A,D:VE:VEF:A,D:XM:EUR:A,D:XW:XDR:A,D:ZA:ZAR:A
1999/07/26,1,0.934754,1.540755,0.934754,1.819,1.514582,1.501776,517.97,8.277,1831.19,0.934754,6.956908,0.934754,0.934754,0.934754,0.629183,7.764629,237.063002,0.934754,43.28,0.934754,115.722565,1209.291456,72.05,9.464012,3.802486,0.934754,7.796784,1.892316,0.934754,24.241821,8.244532,0.426715274,1,NaN,0.61,0.934754,0.7353,6.134979
1999/07/27,1,0.940999,1.550767,0.940999,1.817,1.509175,1.505599,517.48,8.277,1829.63,0.940999,7.005081,0.940999,0.940999,0.940999,0.628588,7.761551,237.903453,0.940999,43.4,0.940999,116.937988,1203.613437,72.05,9.371977,3.800038,0.940999,7.836172,1.909476,0.940999,24.382328,8.28597,0.428437,1,NaN,0.61,0.940999,0.7374,6.133998
1999/07/28,1,0.943129,1.552862,0.943129,1.7875,1.512968,1.507687,514.99,8.277,1829.06,0.943129,7.020843,0.943129,0.943129,0.943129,0.630293,7.76384,238.338206,0.943129,43.33,0.943129,116.146374,1198.142035,72,9.374705,3.801094,0.943129,7.872772,1.912572,0.943129,24.251627,8.312742,0.428557955,1,NaN,0.61,0.943129,0.7375,6.158917
1999/07/29,1,0.93633,1.54073,0.93633,1.796,1.508801,1.496161,514.13,8.2773,1817.09,0.93633,6.96985,0.93633,0.93633,0.93633,0.624064,7.7603,237.209738,0.93633,43.43,0.93633,115.337079,1203.941948,72,9.384831,3.799906,0.93633,7.821816,1.895318,0.93633,24.34897,8.228464,0.428277154,1,NaN,0.61,0.93633,0.7342,6.127996
1999/07/30,1,0.935104,1.534038,0.935104,1.79,1.505424,1.493922,515.97,8.2774,1806.52,0.935104,6.959604,0.935104,0.935104,0.935104,0.616981,7.763138,237.104919,0.935104,43.45,0.935104,115.195437,1203.674958,71.95,9.421825,3.800729,0.935104,7.793623,1.885917,0.935104,24.248457,8.204133,0.429493174,1,11.4525,0.61,0.935104,0.733,6.151019
1999/08/02,1,0.937647,1.541585,0.937647,1.814,1.508955,1.496765,513.04,8.277,1809.5,0.937647,6.978434,0.937647,0.937647,0.937647,0.618003,7.759681,237.524613,0.937647,43.38,0.937647,114.280356,1199.606188,71.85,9.421941,3.798781,0.937647,7.761838,1.898922,0.937647,24.202063,8.211439,0.430285982,1,NaN,0.61,0.937647,0.7321,6.202532
1999/08/03,1,0.939408,1.530578,0.939408,1.83,1.497792,1.502489,512.69,8.2773,1813.6,0.939408,6.991827,0.939408,0.939408,0.939408,0.618882,7.764678,237.923908,0.939408,43.38,0.939408,115.255989,1198.346642,71.8,9.43767,3.801127,0.939408,7.750117,1.892438,0.939408,24.300235,8.218882,0.431282292,1,NaN,0.61,0.939408,0.734,6.219634
1999/08/04,1,0.929282,1.517517,0.929282,1.821,1.497444,1.487037,513.58,8.2774,1800.79,0.929282,6.91525,0.929282,0.929282,0.929282,0.615835,7.762569,235.926029,0.929282,43.4,0.929282,114.664065,1200.446055,71.7,9.431001,3.799833,0.929282,7.715826,1.86321,0.929282,24.483041,8.136326,0.429421058,1,NaN,0.61,0.929282,0.7308,6.166713
1999/08/05,1,0.926698,1.524326,0.926698,1.85,1.492169,1.48142,513.63,8.2774,1822.84,0.926698,6.897415,0.926698,0.926698,0.926698,0.618108,7.762209,235.816884,0.926698,43.45,0.926698,114.326754,1201.445649,71.65,9.505051,3.799833,0.926698,7.700398,1.876564,0.926698,24.473913,8.13363,0.429431934,1,NaN,0.61,0.926698,0.7308,6.161987
1999/08/06,1,0.931099,1.532495,0.931099,1.85,1.499814,1.491527,513.35,8.2773,1834.97,0.931099,6.931006,0.931099,0.931099,0.931099,0.619181,7.763873,236.638734,0.931099,43.48,0.931099,114.646182,1200.670391,71.65,9.493296,3.800559,0.931099,7.739758,1.890503,0.931099,24.823557,8.189944,0.431843575,1,11.5025,0.61,0.931099,0.7308,6.178492
1999/08/09,1,0.934143,1.536572,0.934143,1.846,1.49986,1.493975,512.46,8.2774,1849.12,0.934143,6.952452,0.934143,0.934143,0.934143,0.622606,7.762354,237.244278,0.934143,43.35,0.934143,115.245213,1198.449323,NaN,9.4766,3.799813,0.934143,7.71929,1.89659,0.934143,25.028958,8.203643,0.432788417,1,NaN,0.61,0.934143,0.7339,6.167118
1999/08/10,1,0.931359,1.534507,0.931359,1.8825,1.502189,1.490454,511.14,8.2772,1852.8,0.931359,6.931825,0.931359,0.931359,0.931359,0.619819,7.766788,236.742107,0.931359,43.45,0.931359,114.789979,1199.664711,71.65,9.51737,3.801993,0.931359,7.706529,1.8901,0.931359,25.16038,8.206203,0.432616187,1,NaN,0.61,0.931359,0.7315,6.166527
1999/08/11,1,0.937383,1.542276,0.937383,1.871,1.492876,1.501969,510.21,8.2772,1855.03,0.937383,6.973378,0.937383,0.937383,0.937383,0.620829,7.761249,237.795276,0.937383,43.47,0.937383,115.223097,1201.556055,71.65,9.420697,3.800244,0.937383,7.722628,1.892107,0.937383,24.900169,8.246157,0.43447694,1,NaN,0.61,0.937383,0.7333,6.148013
1999/08/12,1,0.940026,1.540703,0.940026,1.853,1.486746,1.506204,511.23,8.2771,1865.3,0.940026,6.989566,0.940026,0.940026,0.940026,0.621733,7.763771,238.465877,0.940026,43.5,0.940026,115.858244,1205.170145,71.65,9.350912,3.80062,0.940026,7.733127,1.888795,0.940026,24.878549,8.247321,0.435326189,1,NaN,0.61,0.940026,0.7356,6.130006
1999/08/13,1,0.937471,1.535858,0.937471,1.872,1.483641,1.501359,510.61,8.277,1893.25,0.937471,6.971126,0.937471,0.937471,0.937471,0.620512,7.766476,238.108184,0.937471,43.52,0.937471,114.755789,1207.377894,71.72,9.413612,3.802006,0.937471,7.743039,1.886191,0.937471,24.957908,8.242711,0.436392613,1,11.6025,0.62,0.937471,NaN,6.093372
1999/08/16,,0.947598,1.533592,0.947598,1.885,1.478916,1.518052,511.71,8.2774,1879.15,0.947598,7.045864,0.947598,0.947598,0.947598,0.623993,7.762627,239.865441,0.947598,43.5,0.947598,114.924666,1202.776462,72.1,9.358666,3.799488,0.947598,7.789728,1.883919,0.947598,24.85028,8.308064,0.43864304,1,NaN,0.62,0.947598,0.7353,6.115607
1999/08/17,1,0.949938,1.54289,0.949938,1.887,1.479529,1.521041,511.03,8.277,1879.15,0.949938,7.064026,0.949938,0.949938,0.949938,0.625439,7.762705,240.296381,0.949938,43.54,0.949938,114.315569,1205.38615,71.69,9.350717,3.799468,0.949938,7.788544,1.904056,0.949938,24.734112,8.299611,0.439916405,1,NaN,0.62,0.949938,0.7366,6.103828
1999/08/18,1,0.950841,1.554721,0.950841,1.892,1.483693,1.522868,511.52,8.2772,1880.39,0.950841,7.070838,0.950841,0.950841,0.950841,0.623372,7.766949,240.696016,0.950841,43.55,0.950841,113.055054,1203.014168,72.05,9.295997,3.801654,0.950841,7.804032,1.899496,0.950841,24.600551,8.312256,0.44042978,1,NaN,0.62,0.950841,0.7348,6.120852
1999/08/19,1,0.950841,1.573643,0.950841,1.92,1.487972,1.521061,511.88,8.2774,1898.03,0.950841,7.070648,0.950841,0.950841,0.950841,0.623372,7.764477,240.686508,0.950841,43.59,0.950841,111.267472,1199.058667,71.66,9.370448,3.800228,0.950841,7.801179,1.885329,0.950841,24.74622,8.318437,0.441000285,1,NaN,0.62,0.950841,0.7328,6.12998
1999/08/20,1,0.937471,1.571482,0.937471,1.9925,1.497234,1.497609,513.51,8.2774,1892.5,0.937471,6.971688,0.937471,0.937471,0.937471,0.617793,7.655292,238.305053,0.937471,43.59,0.937471,111.709009,1182.197431,72,9.23868,3.746789,0.937471,7.731321,1.883941,0.937471,24.398238,8.22818,0.434798913,1,11.6525,0.62,0.937471,0.7289,6.04378
1999/08/23,1,0.942863,1.568829,0.942863,1.862,1.496606,1.506034,514.7,8.2772,1907.94,0.942863,7.010466,0.942863,0.942863,0.942863,0.620404,7.76485,239.307939,0.942863,43.53,0.942863,111.286064,1197.444843,72.05,9.340939,3.799925,0.942863,7.78003,1.879502,0.942863,24.818876,8.260419,0.440505374,1,NaN,0.62,0.942863,0.7298,6.083443
1999/08/24,1,0.951294,1.566115,0.951294,1.9025,1.496861,1.522926,513.87,8.2775,1912.27,0.951294,7.071252,0.951294,0.951294,0.951294,0.625571,7.767028,240.829528,0.951294,43.65,0.951294,111.700913,1198.848935,72.05,9.338565,3.801275,0.951294,7.836282,1.897926,0.951294,24.803272,8.296709,0.443302892,1,NaN,0.62,0.951294,0.7335,6.096366
1999/08/25,1,0.958497,1.58267,0.958497,1.936,1.492955,1.534554,514.96,8.2773,1921.87,0.958497,7.124796,0.958497,0.958497,0.958497,0.629924,7.763635,242.154701,0.958497,43.55,0.958497,110.898112,1191.440621,71.8,9.286591,3.799866,0.958497,7.901371,1.940573,0.958497,24.838877,8.32263,0.445317742,1,NaN,0.62,0.958497,NaN,6.104955
1999/08/26,1,0.956755,1.582377,0.956755,1.91,1.501914,1.532721,515.16,8.2773,1921.16,0.956755,7.112036,0.956755,0.956755,0.956755,0.628971,7.761194,241.972828,0.956755,43.55,0.956755,111.347111,1189.82013,72.15,9.340987,3.797933,0.956755,7.964504,1.942116,0.956755,24.820513,8.336204,0.445082281,1,NaN,0.62,0.956755,0.7346,6.089935
1999/08/27,1,0.956938,1.577799,0.956938,1.94,1.494641,1.53244,514.28,8.2773,1914.22,0.956938,7.113397,0.956938,0.956938,0.956938,0.630431,7.765263,242.047847,0.956938,43.53,0.956938,111.655502,1182.61244,71.9,9.360957,3.800383,0.956938,7.937321,1.946507,0.956938,24.810048,8.31866,0.447368421,1,11.6625,0.62,0.956938,NaN,6.093684
1999/08/30,1,0.956572,1.578439,0.956572,1.948,1.487182,1.532332,515.19,8.2771,1936.12,0.956572,7.110675,0.956572,0.956572,0.956572,0.629615,7.764014,242.003061,0.956572,43.56,0.956572,111.057968,1184.092214,72.4,9.394108,3.799694,0.956572,7.939066,1.947389,0.956572,24.833174,8.337,0.447388559,1,NaN,0.62,0.956572,NaN,6.092979
1999/08/31,1,0.945805,1.566632,0.945805,1.925,1.489927,1.513005,516.98,8.277,1954.72,0.945805,7.031495,0.945805,0.945805,0.945805,0.622813,7.765913,240.130521,0.945805,43.55,0.945805,109.268892,1179.892178,72.05,9.406318,3.800624,0.945805,7.830795,1.933132,0.945805,25.107349,8.219994,0.445568902,1,11.6525,0.62,0.945805,0.73,6.081718
1999/09/01,,0.942241,1.568736,0.942241,1.917,1.49364,1.507962,517.49,8.2771,1941.25,0.942241,7.005088,0.942241,0.942241,0.942241,0.621219,7.76444,239.574107,0.942241,43.55,0.942241,109.299915,1184.584943,71.95,9.34665,3.799491,0.942241,7.799397,1.944408,0.942241,25.620183,8.198436,0.444643362,1,NaN,0.62,0.942241,0.728,6.063036
1999/09/02,1,0.93791,1.552992,0.93791,1.924,1.489214,1.499812,516.83,8.2773,1934.46,0.93791,6.973176,0.93791,0.93791,0.93791,0.621928,7.765241,239.786156,0.93791,43.6,0.93791,108.947665,1190.05815,71.8,9.380041,3.800225,0.93791,7.804352,1.921216,0.93791,25.78625,8.158882,0.44466329,1,NaN,0.62,0.93791,0.7268,6.031139
1999/09/03,1,0.936154,1.549897,0.936154,1.903,1.496723,1.494945,519.6,8.2775,1943.23,0.936154,6.964613,0.936154,0.936154,0.936154,0.621045,7.763715,239.515072,0.936154,43.57,0.936154,109.82962,1190.947388,72,9.368283,3.79985,0.936154,7.807059,1.929601,0.936154,25.956282,8.159989,0.446171129,1,11.6525,0.62,0.936154,0.7273,6.024995
1999/09/06,1,0.943931,1.552388,0.943931,NaN,1.490278,1.508212,NaN,NaN,1943.24,0.943931,7.020766,0.943931,0.943931,0.943931,0.623655,7.763923,241.882197,0.943931,NaN,0.943931,109.77912,1192.222012,NaN,9.347838,3.799132,0.943931,7.820464,1.934869,0.943931,25.843968,8.170663,0.448083821,1,NaN,NaN,0.943931,NaN,6.085143
1999/09/07,1,0.946522,1.551538,0.946522,1.905,1.488784,1.513393,522.2,8.2776,1947.31,0.946522,7.038618,0.946522,0.946522,0.946522,0.622433,7.767156,241.476574,0.946522,43.58,0.946522,111.159489,1193.724562,71.8,9.341789,3.800757,0.946522,7.830099,1.90601,0.946522,25.811169,8.168481,0.449313772,1,NaN,0.62,0.946522,0.7322,6.038523
1999/09/08,1,0.942241,1.540563,0.942241,1.897,1.489965,1.506925,523.73,8.2776,1969.82,0.942241,7.007067,0.942241,0.942241,0.942241,0.615848,7.765005,240.309055,0.942241,43.57,0.942241,110.703854,1194.666918,71.8,9.364176,3.79968,0.942241,7.749458,1.894281,0.942241,25.758692,8.119288,0.448883445,1,NaN,0.62,0.942241,0.7307,6.088382
1999/09/09,1,0.944109,1.537198,0.944109,1.873,1.485177,1.510763,521.37,8.2774,1972.35,0.944109,7.020582,0.944109,0.944109,0.944109,0.614898,7.765295,240.681647,0.944109,43.58,0.944109,108.912387,1190.388973,71.8,9.356118,3.79966,0.944109,7.762462,1.894449,0.944109,25.766239,8.131137,0.449962236,1,NaN,0.62,0.944109,0.7272,6.098093
1999/09/10,1,0.95057,1.534601,0.95057,1.857,1.480798,1.523289,522.33,8.2774,1976.07,0.95057,7.067015,0.95057,0.95057,0.95057,0.614354,7.76597,241.929658,0.95057,43.55,0.95057,109.315589,1192.557034,72.25,9.352471,3.80019,0.95057,7.81749,1.876901,0.95057,26.226426,8.182034,0.451140684,1,11.7025,0.62,0.95057,0.7288,6.126616
1999/09/13,1,0.966931,1.524947,0.966931,1.885,1.473603,1.552504,525.19,8.2772,1981.41,0.966931,7.187778,0.966931,0.966931,0.966931,0.619513,7.766099,245.629472,0.966931,43.58,0.966931,106.217366,1190.678786,71.8,9.333398,3.800619,0.966931,7.901276,1.873912,0.966931,25.778766,8.297718,0.457261652,1,NaN,0.62,0.966931,0.7296,6.071456
1999/09/14,1,0.965065,1.527311,0.965065,1.8975,1.470276,1.548543,524.44,8.2775,1977.85,0.965065,7.174001,0.965065,0.965065,0.965065,0.624204,7.765007,244.807952,0.965065,43.6,0.965065,106.398379,1193.244547,71.8,9.324165,3.799846,0.965065,7.895194,1.885543,0.965065,25.498745,8.295696,0.457344142,1,NaN,0.62,0.965065,0.7295,6.079039
1999/09/15,1,0.964413,1.541614,0.964413,1.88,1.477963,1.546147,523.3,8.2773,1970.54,0.964413,7.167711,0.964413,0.964413,0.964413,0.623204,7.766998,245.510657,0.964413,43.6,0.964413,104.098756,1192.082168,71.8,9.333687,3.80191,0.964413,7.936156,1.91031,0.964413,25.45231,8.317581,0.457324718,1,NaN,0.63,0.964413,NaN,6.087376
1999/09/16,1,0.964134,1.545314,0.964134,1.8825,1.477439,1.5457,524.71,8.2771,1967.58,0.964134,7.165831,0.964134,0.964134,0.964134,0.618589,7.764462,245.642113,0.964134,43.61,0.964134,104.203625,1198.621288,71.8,9.335422,3.800231,0.964134,7.920845,1.908022,0.964134,25.352487,8.328191,0.458542229,1,NaN,0.62,0.964134,0.7254,6.139992
1999/09/17,1,0.961816,1.540156,0.961816,1.89,1.469655,1.543426,524.73,8.2773,1977.52,0.961816,7.148504,0.961816,0.961816,0.961816,0.617774,7.762431,245.580456,0.961816,43.61,0.961816,106.434548,1202.596903,71.8,9.345965,3.800327,0.961816,7.899875,1.90026,0.961816,25.577474,8.292777,0.459651823,1,11.7175,0.63,0.961816,0.7254,6.101952
1999/09/20,1,0.960984,1.553719,0.960984,1.874,1.47636,1.542283,523.67,8.2775,1987.08,0.960984,7.14213,0.960984,0.960984,0.960984,0.615991,7.764943,245.060542,0.960984,43.61,0.960984,107.707092,1200.384394,71.9,9.333269,3.798578,0.960984,7.863732,1.915145,0.960984,25.432539,8.243802,0.460023064,1,NaN,0.63,0.960984,NaN,6.086489
1999/09/21,1,0.962649,1.548229,0.962649,1.88,1.475356,1.544859,525.47,8.2775,1981.64,0.962649,7.154409,0.962649,0.962649,0.962649,0.614459,7.767039,245.003851,0.962649,43.63,0.962649,104.659222,1202.445129,71.85,9.310069,3.799865,0.962649,7.873989,1.904409,0.962649,25.358779,8.256642,0.461012707,1,NaN,0.63,0.962649,NaN,6.073354
1999/09/22,1,0.951565,1.53497,0.951565,1.896,1.470073,1.524788,525.26,8.2777,1975.46,0.951565,7.071558,0.951565,0.951565,0.951565,0.61119,7.767818,242.925112,0.951565,43.58,0.951565,104.177372,1207.555429,72.25,9.306404,3.800933,0.951565,7.82377,1.900752,0.951565,25.385289,8.210106,0.459415739,1,NaN,0.63,0.951565,NaN,6.063565
1999/09/23,,0.958773,1.545925,0.958773,1.891,1.470757,1.537776,527.53,8.2776,1992.36,0.958773,7.125024,0.958773,0.958773,0.958773,0.612656,7.769415,245.052733,0.958773,43.59,0.958773,103.978907,1208.408437,72.25,9.289645,3.801342,0.958773,7.84372,1.914286,0.958773,25.263663,8.239214,0.461457335,1,NaN,0.63,0.958773,NaN,6.070949
1999/09/24,1,0.954563,1.536942,0.954563,1.9175,1.472986,1.527491,528.42,8.2775,1994.86,0.954563,7.093356,0.954563,0.954563,0.954563,0.608438,7.764223,244.358534,0.954563,43.59,0.954563,104.429171,1211.92249,72.1,9.335624,3.798205,0.954563,7.819301,1.933276,0.954563,25.432894,8.229763,0.463058419,1,11.7325,0.63,0.954563,0.7231,6.039996
1999/09/27,,0.960246,1.528423,0.960246,1.923,1.468888,1.538218,530.12,8.2775,1995.64,0.960246,7.135587,0.960246,0.960246,0.960246,0.607548,7.768773,244.833877,0.960246,43.59,0.960246,105.310159,1210.735548,72.05,9.321874,3.800845,0.960246,7.868734,1.93067,0.960246,25.277415,8.272998,0.464182831,1,NaN,0.63,0.960246,0.724,6.003457
1999/09/28,1,0.953925,1.53334,0.953925,1.937,1.462845,1.528475,528.72,8.2775,2013.24,0.953925,7.090051,0.953925,0.953925,0.953925,0.606887,7.770104,244.328913,0.953925,43.68,0.953925,106.181437,1217.847944,72.1,9.344749,3.801107,0.953925,7.796432,1.948583,0.953925,25.202232,8.229514,0.463416961,1,NaN,0.63,0.953925,0.725,5.971096
1999/09/29,1,0.946701,1.523526,0.946701,1.922,1.462085,1.515005,529.29,8.2775,2003.82,0.946701,7.036827,0.946701,0.946701,0.946701,0.608729,7.767206,243.197955,0.946701,43.7,0.946701,106.835179,1217.390893,72.1,9.355107,3.799678,0.946701,7.77336,1.939127,0.946701,25.191234,8.213102,0.462463315,1,NaN,0.63,0.946701,0.7247,5.989965
1999/09/30,1,0.937647,1.537271,0.937647,1.921,1.467604,1.49714,531.11,8.2778,2017.27,0.937647,6.969714,0.937647,0.937647,0.937647,0.607126,7.766807,241.622128,0.937647,43.59,0.937647,105.644632,1216.558837,71.78,9.368683,3.800188,0.937647,7.764651,1.936146,0.937647,25.137178,8.179559,0.461134552,1,11.6025,0.63,0.937647,0.7206,6.010033
1999/10/01,1,0.93214,1.520041,0.93214,1.923,1.46346,1.490026,531.83,8.2778,2015.15,0.93214,6.929064,0.93214,0.93214,0.93214,0.605798,7.766406,241.377703,0.93214,43.73,0.93214,105.564877,1215.389635,71.95,9.368755,3.79987,0.93214,7.68736,1.928412,0.93214,25.532625,8.149236,0.46150261,1,NaN,0.63,0.93214,0.719,6.002517
1999/10/04,1,0.932923,1.516839,0.932923,1.941,1.474858,1.484747,531.84,8.2778,2004.22,0.932923,6.935069,0.932923,0.932923,0.932923,0.603508,7.772927,240.908667,0.932923,43.73,0.932923,105.980035,1216.410113,71.3,9.376621,3.80306,0.932923,7.685418,1.919209,0.932923,25.554063,8.169605,0.461890102,1,NaN,0.63,0.932923,NaN,6.007557
1999/10/05,1,0.935804,1.502246,0.935804,1.95,1.467153,1.490923,531.44,8.277,1992.65,0.935804,6.955362,0.935804,0.935804,0.935804,0.604155,7.769044,241.231518,0.935804,43.73,0.935804,106.662923,1206.616133,71.7,9.505896,3.800393,0.935804,7.704005,1.909508,0.935804,25.827438,8.127924,0.463784391,1,NaN,0.63,0.935804,0.719,5.976043
1999/10/06,1,0.931359,1.513365,0.931359,1.964,1.469125,1.481513,529.79,8.2778,2000.48,0.931359,6.92279,0.931359,0.931359,0.931359,0.604266,7.768744,240.365093,0.931359,43.7,0.931359,107.646456,1203.669554,71.4,9.401323,3.800596,0.931359,7.697681,1.915712,0.931359,25.76744,8.119586,0.463257893,1,NaN,0.63,0.931359,NaN,6.02347
1999/10/07,1,0.932053,1.513468,0.932053,1.933,1.468823,1.484202,531.07,8.2778,1995.71,0.932053,6.927952,0.932053,0.932053,0.932053,0.604903,7.766241,240.646845,0.932053,43.65,0.932053,107.633517,1201.388759,71.7,9.438345,3.798117,0.932053,7.712275,1.913971,0.932053,25.741448,8.134029,0.46416255,1,NaN,0.63,0.932053,0.7222,6.031503
1999/10/08,1,0.93835,1.521254,0.93835,1.95,1.469081,1.497232,531.03,8.278,1993.18,0.93835,6.974946,0.93835,0.93835,0.93835,0.60533,7.767101,241.522004,0.93835,43.55,0.93835,107.488036,1203.274843,71.65,9.467768,3.799287,0.93835,7.804729,1.939476,0.93835,25.787557,8.159895,0.467861499,1,11.4305,0.63,0.93835,NaN,6.051985
1999/10/11,,0.940645,1.529113,0.940645,NaN,1.472674,1.500235,532.13,NaN,1992.74,0.940645,6.991158,0.940645,0.940645,0.940645,0.604271,7.765873,241.755244,0.940645,NaN,0.940645,106.687988,1203.546233,NaN,9.466466,3.798608,0.940645,7.79842,1.940081,0.940645,25.797855,8.156335,0.46862948,1,NaN,NaN,0.940645,NaN,6.074969
1999/10/12,1,0.937383,1.526153,0.937383,1.95,1.474503,1.494657,NaN,8.2772,1992.03,0.937383,6.96691,0.937383,0.937383,0.937383,0.605456,7.746907,240.59805,0.937383,43.55,0.937383,106.346082,1200.506187,71.9,9.442913,3.788995,0.937383,7.780746,1.933165,0.937383,25.732565,8.143045,0.467285339,1,NaN,0.63,0.937383,0.7214,6.055962
1999/10/13,1,0.927816,1.521154,0.927816,1.961,1.476712,1.475877,532.74,8.2777,1988.7,0.927816,6.895899,0.927816,0.927816,0.927816,0.60475,7.770458,239.534236,0.927816,43.56,0.927816,107.849323,1205.167935,71.9,9.505567,3.800334,0.927816,7.718501,1.93162,0.927816,25.683336,8.092874,0.466876972,1,NaN,0.63,0.927816,0.7209,6.110039
1999/10/14,1,0.929541,1.536345,0.929541,1.964,1.482246,1.478714,535.02,8.2774,1981.14,0.929541,6.909277,0.929541,0.929541,0.929541,0.604109,7.770868,239.672802,0.929541,43.55,0.929541,106.850716,1208.393753,71.95,9.583752,3.800613,0.929541,7.721695,1.966351,0.929541,25.808515,8.128834,0.467930842,1,NaN,0.63,0.929541,0.7202,6.118516
1999/10/15,,0.920048,1.542828,0.920048,1.988,1.480725,1.4603,536.9,8.2775,1975.8,0.920048,6.839176,0.920048,0.920048,0.920048,0.599779,7.765664,237.869169,0.920048,43.56,0.920048,105.943509,1205.170669,72.05,9.690128,3.797773,0.920048,7.675499,1.957586,0.920048,25.902107,8.0771,0.465820223,1,11.6025,0.63,0.920048,NaN,6.127519
1999/10/18,,0.920133,1.552908,0.920133,1.988,1.488774,1.461354,540.83,8.2774,1977.04,0.920133,6.840173,0.920133,0.920133,0.920133,0.598914,7.767391,237.937063,0.920133,43.52,0.920133,105.106735,1203.275672,72.05,9.68375,3.801159,0.920133,7.699669,1.968163,0.920133,25.865937,8.156515,0.468439455,1,NaN,0.63,0.920133,0.7153,6.144185
1999/10/19,1,0.924385,1.546127,0.924385,1.99,1.493344,1.468941,542.86,8.2773,1977.04,0.924385,6.87151,0.924385,0.924385,0.924385,0.598447,7.773063,239.027547,0.924385,43.4,0.924385,105.657238,1205.000924,71.69,9.732298,3.800887,0.924385,7.724626,1.964041,0.924385,25.843871,8.162322,0.469310409,1,NaN,0.63,0.924385,0.7165,6.141708
1999/10/20,1,0.927902,1.542452,0.927902,2.007,1.487613,1.476478,543.99,8.2774,1965.92,0.927902,6.897374,0.927902,0.927902,0.927902,0.599425,7.770066,239.120349,0.927902,43.5,0.927902,106.189106,1204.16628,71.95,9.639324,3.801151,0.927902,7.715041,1.943676,0.927902,25.811265,8.160434,0.470817482,1,NaN,0.63,0.927902,0.7184,6.129999
1999/10/21,1,0.926183,1.540335,0.926183,1.994,1.488562,1.474669,542.65,8.2772,1957.53,0.926183,6.885246,0.926183,0.926183,0.926183,0.597018,7.755765,238.742243,0.926183,43.5,0.926183,106.0665,1204.779105,71.58,9.64981,3.792164,0.926183,7.71418,1.940539,0.926183,25.847828,8.155043,0.470686302,1,NaN,0.63,0.926183,0.718,6.141984
